species,state,lat,lon,date_time,day,month,year
Lycorma delicatula,New York,40.71508,-74.011175,2022-08-18 19:40:38,18,8,2022
Lycorma delicatula,New Jersey,40.759412,-74.824233,2022-09-01 10:26:27,1,9,2022
Lycorma delicatula,New Jersey,40.778453,-74.698333,2022-08-20 18:34:44,20,8,2022
Lycorma delicatula,New Jersey,40.836424,-74.436818,2022-09-11 17:48:13,11,9,2022
Lycorma delicatula,Delaware,39.756683,-75.55574,2022-08-20 10:53:49,20,8,2022
Lycorma delicatula,Maryland,39.625824,-77.664787,2022-09-06 13:44:03,6,9,2022
Lycorma delicatula,New Jersey,40.432975,-74.611738,2022-08-31 11:05:57,31,8,2022
Lycorma delicatula,Maryland,39.635559,-76.412483,2022-08-18 14:25:14,18,8,2022
Lycorma delicatula,New Jersey,39.986603,-74.879921,2022-08-20 12:22:24,20,8,2022
Lycorma delicatula,New York,40.745201,-73.811572,2022-08-18 9:09:37,18,8,2022
Lycorma delicatula,Pennsylvania,40.269012,-76.864609,2022-07-23 10:19,23,7,2022
Lycorma delicatula,New York,40.695835,-73.991157,2022-08-24 13:31:57,24,8,2022
Lycorma delicatula,Pennsylvania,39.804472,-75.924861,2022-08-29 15:16:44,29,8,2022
Lycorma delicatula,New Jersey,40.782733,-74.589325,2022-09-05 18:20:03,5,9,2022
Lycorma delicatula,New York,40.530915,-74.136598,2022-08-20 7:29,20,8,2022
Lycorma delicatula,New York,40.793306,-73.924142,2022-09-11 9:34:36,11,9,2022
Lycorma delicatula,New York,40.791917,-73.92314,2022-09-11 9:34:43,11,9,2022
Lycorma delicatula,New York,40.791791,-73.923103,2022-09-10 15:54:57,10,9,2022
Lycorma delicatula,Pennsylvania,40.266175,-77.041725,2022-08-20 19:32:47,20,8,2022
Lycorma delicatula,Pennsylvania,40.205087,-75.777098,2022-08-18 18:12:43,18,8,2022
Lycorma delicatula,Virginia,38.935011,-77.338728,2022-08-19 8:38:57,19,8,2022
Lycorma delicatula,New York,40.749299,-73.990133,2022-08-19 16:45:20,19,8,2022
Lycorma delicatula,Virginia,39.078333,-78.0469,2022-08-18 16:35:47,18,8,2022
Lycorma delicatula,Maryland,39.471733,-76.303642,2022-08-21 9:00:56,21,8,2022
Lycorma delicatula,New York,40.674919,-74.00737,2022-08-19 16:59:17,19,8,2022
Lycorma delicatula,Pennsylvania,40.306989,-76.882646,2022-08-20 16:19:58,20,8,2022
Lycorma delicatula,Pennsylvania,41.132629,-75.333069,2022-08-26 11:02:21,26,8,2022
Lycorma delicatula,Pennsylvania,40.641749,-75.991402,2022-09-08 12:24,8,9,2022
Lycorma delicatula,New Jersey,40.477319,-74.417994,2022-08-24 13:31,24,8,2022
Lycorma delicatula,New Jersey,40.179804,-74.25243,2022-08-18 10:31:03,18,8,2022
Lycorma delicatula,New York,40.771964,-73.956012,2022-08-17 16:51:30,17,8,2022
Lycorma delicatula,New York,40.685937,-73.67717,2022-08-20 17:23:01,20,8,2022
Lycorma delicatula,New York,40.665642,-73.963647,2022-08-20 11:14,20,8,2022
Lycorma delicatula,New York,40.756378,-73.993321,2022-08-16 18:31:40,16,8,2022
Lycorma delicatula,New York,40.746503,-73.887733,2022-07-15 13:29:31,15,7,2022
Lycorma delicatula,Pennsylvania,40.375122,-76.676513,2022-08-21 12:35:25,21,8,2022
Lycorma delicatula,New York,40.600826,-74.133708,2022-08-07 14:09:21,7,8,2022
Lycorma delicatula,Pennsylvania,40.797488,-75.969697,2022-09-03 15:58:07,3,9,2022
Lycorma delicatula,New Jersey,40.879608,-74.643387,2022-09-04 14:18:38,4,9,2022
Lycorma delicatula,New York,40.710995,-74.014122,2022-08-24 18:13:15,24,8,2022
Lycorma delicatula,New Jersey,40.650393,-74.298773,2022-08-20 8:41:09,20,8,2022
Lycorma delicatula,Pennsylvania,40.087228,-75.07235,2022-08-18 10:17:51,18,8,2022
Lycorma delicatula,New Jersey,40.783112,-74.603836,2022-07-31 15:23:55,31,7,2022
Lycorma delicatula,Maryland,39.630937,-77.551575,2022-08-21 11:30:57,21,8,2022
Lycorma delicatula,New Jersey,40.777802,-74.591061,2022-08-26 12:10:14,26,8,2022
Lycorma delicatula,Virginia,38.881989,-77.689369,2022-08-07 11:06,7,8,2022
Lycorma delicatula,New York,40.641312,-74.033219,2022-09-07 11:43:44,7,9,2022
Lycorma delicatula,New Jersey,40.696693,-74.526121,2022-08-31 18:09,31,8,2022
Lycorma delicatula,New York,40.601708,-73.923797,2022-08-23 16:52:01,23,8,2022
Lycorma delicatula,New Jersey,40.615833,-74.953056,2022-08-21 8:18:15,21,8,2022
Lycorma delicatula,New York,40.729519,-73.991697,2022-08-22 14:34:10,22,8,2022
Lycorma delicatula,New York,40.661055,-73.966851,2022-08-21 18:25:27,21,8,2022
Lycorma delicatula,Maryland,39.630688,-77.76287,2022-08-19 19:37:50,19,8,2022
Lycorma delicatula,Pennsylvania,40.810842,-77.912033,2022-08-19 18:53:19,19,8,2022
Lycorma delicatula,Pennsylvania,40.911087,-76.096436,2022-09-08 10:50:42,8,9,2022
Lycorma delicatula,New York,40.606061,-73.918778,2022-08-19 16:32,19,8,2022
Lycorma delicatula,New York,40.769624,-73.948748,2022-08-20 11:10:17,20,8,2022
Lycorma delicatula,New York,40.791809,-73.952532,2022-08-18 9:30,18,8,2022
Lycorma delicatula,New Jersey,40.831909,-74.624969,2022-08-21 18:49:40,21,8,2022
Lycorma delicatula,Pennsylvania,39.793655,-76.91237,2022-08-20 16:50:36,20,8,2022
Lycorma delicatula,New York,40.857026,-73.9361,2022-09-05 18:27,5,9,2022
Lycorma delicatula,New York,40.857026,-73.9361,2022-09-07 13:15,7,9,2022
Lycorma delicatula,New Jersey,39.4868,-74.950668,2022-08-17 14:02:57,17,8,2022
Lycorma delicatula,New York,40.857026,-73.9361,2022-08-19 18:55,19,8,2022
Lycorma delicatula,New York,40.756458,-73.760158,2022-09-01 14:46:13,1,9,2022
Lycorma delicatula,Delaware,39.678933,-75.749588,2022-09-08 13:29:14,8,9,2022
Lycorma delicatula,New York,40.617553,-73.825381,2022-09-04 13:52:53,4,9,2022
Lycorma delicatula,Maryland,39.372605,-76.635553,2022-09-01 11:32:27,1,9,2022
Lycorma delicatula,New Jersey,40.782545,-74.183145,2022-08-24 9:14:43,24,8,2022
Lycorma delicatula,New Jersey,40.583285,-74.617111,2022-08-29 12:09,29,8,2022
Lycorma delicatula,New York,40.753419,-73.743222,2022-08-26 10:28:23,26,8,2022
Lycorma delicatula,Pennsylvania,39.93351,-76.680349,2022-08-18 16:37:31,18,8,2022
Lycorma delicatula,Pennsylvania,40.91058,-76.097771,2022-08-29 14:08:41,29,8,2022
Lycorma delicatula,New York,40.753344,-74.003927,2022-08-20 18:20:18,20,8,2022
Lycorma delicatula,Maryland,39.464722,-77.060556,2022-08-25 14:36:12,25,8,2022
Lycorma delicatula,Maryland,39.391586,-76.619606,2022-09-07 17:01:54,7,9,2022
Lycorma delicatula,New York,40.908052,-73.893221,2022-07-15 10:52:19,15,7,2022
Lycorma delicatula,New York,40.640136,-74.033792,2022-09-02 9:40:32,2,9,2022
Lycorma delicatula,Maryland,39.636235,-77.728792,2022-08-22 17:12:14,22,8,2022
Lycorma delicatula,Virginia,39.167687,-78.164108,2022-09-05 14:03:31,5,9,2022
Lycorma delicatula,Virginia,38.970978,-78.047653,2022-09-03 12:43:09,3,9,2022
Lycorma delicatula,New Jersey,40.589805,-74.408387,2022-08-18 15:23:04,18,8,2022
Lycorma delicatula,Pennsylvania,40.120975,-76.031411,2022-08-22 13:12:25,22,8,2022
Lycorma delicatula,Delaware,39.125736,-75.40287,2022-08-18 17:10:14,18,8,2022
Lycorma delicatula,Pennsylvania,39.959661,-76.741827,2022-08-19 7:11:56,19,8,2022
Lycorma delicatula,Pennsylvania,39.908656,-76.698299,2022-08-17 15:09:57,17,8,2022
Lycorma delicatula,Pennsylvania,40.734728,-75.313441,2022-08-19 13:09,19,8,2022
Lycorma delicatula,New Jersey,40.186615,-74.239659,2022-08-21 17:40:54,21,8,2022
Lycorma delicatula,New York,40.770899,-73.951763,2022-08-22 11:20:11,22,8,2022
Lycorma delicatula,Connecticut,41.145614,-73.258567,2022-08-26 10:13:21,26,8,2022
Lycorma delicatula,Virginia,39.190221,-78.105997,2022-08-16 11:56:07,16,8,2022
Lycorma delicatula,New York,40.774379,-73.9438,2022-08-02 16:10:16,2,8,2022
Lycorma delicatula,New Jersey,39.324745,-74.519212,2022-08-25 16:07,25,8,2022
Lycorma delicatula,Pennsylvania,40.910862,-76.096375,2022-08-23 14:40:32,23,8,2022
Lycorma delicatula,Maryland,39.468003,-75.855508,2022-08-22 11:17:02,22,8,2022
Lycorma delicatula,New York,40.578071,-73.959656,2022-08-25,25,8,2022
Lycorma delicatula,New York,40.978472,-73.825368,2022-08-23 12:00:09,23,8,2022
Lycorma delicatula,Pennsylvania,39.891343,-76.689028,2022-08-18 17:20:50,18,8,2022
Lycorma delicatula,New Jersey,40.776164,-74.031828,2022-08-18 18:19,18,8,2022
Lycorma delicatula,Pennsylvania,40.589433,-75.362628,2022-09-04 17:34:48,4,9,2022
Lycorma delicatula,Virginia,39.209763,-78.149681,2022-08-22 14:48:42,22,8,2022
Lycorma delicatula,New York,40.701099,-73.98786,2022-08-02 19:16,2,8,2022
Lycorma delicatula,New Jersey,40.47732,-74.417997,2022-08-24 13:13,24,8,2022
Lycorma delicatula,New York,40.655327,-73.953364,2022-08-15 22:48,15,8,2022
Lycorma delicatula,New York,42.272738,-74.318772,2022-07-30 18:47:05,30,7,2022
Lycorma delicatula,Pennsylvania,40.574534,-75.557308,2022-08-25 1:52:40,25,8,2022
Lycorma delicatula,New Jersey,40.769142,-74.597866,2022-08-29 13:57:49,29,8,2022
Lycorma delicatula,Maryland,39.569575,-77.451617,2022-08-17 18:00,17,8,2022
Lycorma delicatula,New York,40.751055,-73.941253,2022-08-16 7:10:12,16,8,2022
Lycorma delicatula,Pennsylvania,41.325988,-74.793563,2022-08-17 7:13:06,17,8,2022
Lycorma delicatula,Maryland,39.31021,-76.616424,2022-08-05 9:22:56,5,8,2022
Lycorma delicatula,New York,41.213448,-73.964608,2022-08-15 8:12,15,8,2022
Lycorma delicatula,New York,40.7436,-73.95948,2022-08-05 15:03:48,5,8,2022
Lycorma delicatula,New York,40.623353,-73.623856,2022-08-17 15:46,17,8,2022
Lycorma delicatula,Pennsylvania,40.217936,-77.107558,2022-08-12 9:58,12,8,2022
Lycorma delicatula,New York,40.776573,-73.963196,2022-08-13 8:13:21,13,8,2022
Lycorma delicatula,New York,40.743962,-73.807637,2022-08-18 10:00:40,18,8,2022
Lycorma delicatula,New Jersey,40.460049,-74.596455,2022-08-20 17:59:36,20,8,2022
Lycorma delicatula,Delaware,39.77972,-75.550383,2022-07-05 14:20:18,5,7,2022
Lycorma delicatula,New York,40.713443,-74.013675,2022-08-19 19:41:24,19,8,2022
Lycorma delicatula,Pennsylvania,40.322991,-76.013041,2019-09-21 12:31:23,21,9,2019
Lycorma delicatula,New Jersey,40.213438,-74.252697,2022-07-31 18:07:16,31,7,2022
Lycorma delicatula,New York,40.712775,-74.005973,2022-08-14 9:46,14,8,2022
Lycorma delicatula,New Jersey,40.744881,-74.954672,2022-08-13 15:17:57,13,8,2022
Lycorma delicatula,New York,41.059244,-73.922514,2022-08-10 16:13:27,10,8,2022
Lycorma delicatula,New Jersey,40.940293,-73.989316,2022-08-10 8:41:18,10,8,2022
Lycorma delicatula,Maryland,39.609009,-76.163176,2021-07-08 13:53:17,8,7,2021
Lycorma delicatula,New Jersey,40.660543,-74.93885,2022-08-14 13:35,14,8,2022
Lycorma delicatula,Maryland,39.235427,-76.006238,2022-08-02 16:02,2,8,2022
Lycorma delicatula,New York,40.642648,-73.968229,2022-08-07 18:02:41,7,8,2022
Lycorma delicatula,New York,40.711743,-74.010913,2022-08-14 16:27:44,14,8,2022
Lycorma delicatula,New Jersey,40.636544,-74.84161,2022-08-12 9:37,12,8,2022
Lycorma delicatula,New York,40.649022,-73.971358,2022-08-13 12:33:25,13,8,2022
Lycorma delicatula,New York,40.737716,-73.819115,2022-08-12 14:42:09,12,8,2022
Lycorma delicatula,New York,40.706569,-74.019062,2022-08-10 10:15:12,10,8,2022
Lycorma delicatula,New Jersey,40.934984,-74.368279,2022-08-10 13:15:45,10,8,2022
Lycorma delicatula,Maryland,39.614959,-77.735987,2022-08-11 8:58:14,11,8,2022
Lycorma delicatula,New York,40.782656,-73.924394,2022-07-30 15:38,30,7,2022
Lycorma delicatula,Pennsylvania,40.990172,-75.193603,2022-08-16 13:10:55,16,8,2022
Lycorma delicatula,New Jersey,40.726372,-74.033608,2022-08-08 15:41:35,8,8,2022
Lycorma delicatula,New Jersey,40.487958,-74.413475,2022-07-28 17:03:01,28,7,2022
Lycorma delicatula,Maryland,39.649558,-76.691338,2022-08-14 18:49:17,14,8,2022
Lycorma delicatula,New York,40.882446,-73.887222,2022-08-11 10:51:08,11,8,2022
Lycorma delicatula,New Jersey,40.75943,-74.208968,2022-08-13 19:06:57,13,8,2022
Lycorma delicatula,Pennsylvania,39.812653,-77.476075,2022-08-13 12:05:51,13,8,2022
Lycorma delicatula,New York,40.711495,-74.007385,2022-08-12 12:34:45,12,8,2022
Lycorma delicatula,New York,40.816379,-73.950885,2022-08-12,12,8,2022
Lycorma delicatula,New York,40.788124,-73.967205,2022-08-15,15,8,2022
Lycorma delicatula,New Jersey,40.875058,-74.43843,2022-08-13 9:36:30,13,8,2022
Lycorma delicatula,New York,40.716374,-74.011208,2022-08-13 15:45,13,8,2022
Lycorma delicatula,Maryland,39.472797,-75.985794,2022-08-06 11:08:04,6,8,2022
Lycorma delicatula,Maryland,39.496045,-75.98835,2022-08-15 7:13:08,15,8,2022
Lycorma delicatula,New Jersey,41.131287,-74.717339,2022-08-13 12:06:42,13,8,2022
Lycorma delicatula,New Jersey,40.376343,-74.010359,2022-08-14 18:55,14,8,2022
Lycorma delicatula,New York,40.71512,-74.011816,2022-08-10 9:19:29,10,8,2022
Lycorma delicatula,New Jersey,40.784503,-74.696245,2022-08-15 16:09:14,15,8,2022
Lycorma delicatula,New York,40.702125,-73.9253,2022-08-14 12:54:37,14,8,2022
Lycorma delicatula,New York,40.699305,-74.039544,2022-07-27 9:50:19,27,7,2022
Lycorma delicatula,Virginia,39.078348,-78.047666,2022-08-16 17:45:22,16,8,2022
Lycorma delicatula,New York,40.706463,-74.018932,2022-08-10 10:08:20,10,8,2022
Lycorma delicatula,New York,40.772039,-73.955935,2022-08-15 17:41:27,15,8,2022
Lycorma delicatula,Pennsylvania,40.394348,-75.32402,2022-08-15 17:27:49,15,8,2022
Lycorma delicatula,New York,40.642648,-73.968229,2022-08-07 17:59:47,7,8,2022
Lycorma delicatula,New Jersey,40.841355,-74.503662,2022-08-14 16:09:33,14,8,2022
Lycorma delicatula,Maryland,39.530948,-76.186182,2022-08-16 17:50,16,8,2022
Lycorma delicatula,Virginia,39.190619,-78.202596,2022-08-14 11:15:51,14,8,2022
Lycorma delicatula,New York,40.817487,-73.960822,2022-08-11 9:18:18,11,8,2022
Lycorma delicatula,New York,40.711941,-74.010559,2022-08-12 17:01:01,12,8,2022
Lycorma delicatula,Virginia,39.157545,-78.191096,2022-08-12 19:10:37,12,8,2022
Lycorma delicatula,New York,40.769017,-73.974388,2022-08-13 15:03:13,13,8,2022
Lycorma delicatula,New Jersey,40.618722,-74.844475,2022-08-12 13:03:03,12,8,2022
Lycorma delicatula,New Jersey,40.725839,-75.134712,2022-08-12 11:45:26,12,8,2022
Lycorma delicatula,Maryland,39.539438,-76.663831,2022-08-12 11:53:13,12,8,2022
Lycorma delicatula,New Jersey,40.230344,-74.276619,2022-08-10 18:05:23,10,8,2022
Lycorma delicatula,New Jersey,40.535867,-75.063278,2022-08-14 11:25:32,14,8,2022
Lycorma delicatula,Maryland,39.543509,-76.664846,2022-08-12 11:51:44,12,8,2022
Lycorma delicatula,New York,40.65828,-73.96888,2022-08-12 9:30:02,12,8,2022
Lycorma delicatula,Pennsylvania,40.208232,-76.574234,2022-08-12 11:10:17,12,8,2022
Lycorma delicatula,New York,40.93337,-73.480362,2022-08-11 10:35,11,8,2022
Lycorma delicatula,Virginia,39.05955,-78.062736,2022-08-14 11:35:35,14,8,2022
Lycorma delicatula,Connecticut,41.34745,-72.468916,2022-07-28 23:12,28,7,2022
Lycorma delicatula,Pennsylvania,39.97337,-75.196687,2022-08-09 14:29:48,9,8,2022
Lycorma delicatula,New York,40.754344,-73.947995,2022-08-13 7:00:08,13,8,2022
Lycorma delicatula,New York,40.706592,-74.018842,2022-08-10 10:06:30,10,8,2022
Lycorma delicatula,New York,40.793823,-73.95576,2022-08-02 8:14,2,8,2022
Lycorma delicatula,New York,40.723938,-73.94403,2022-08-14 18:00:02,14,8,2022
Lycorma delicatula,Pennsylvania,40.597579,-75.684235,2022-08-14 10:50:29,14,8,2022
Lycorma delicatula,Virginia,39.064258,-78.064159,2022-07-28 16:01,28,7,2022
Lycorma delicatula,New Jersey,40.778325,-74.671128,2022-08-15 9:57:45,15,8,2022
Lycorma delicatula,Pennsylvania,40.074104,-75.287583,2022-08-14 12:35:38,14,8,2022
Lycorma delicatula,New York,40.808933,-73.956238,2022-08-10 15:26:29,10,8,2022
Lycorma delicatula,New York,40.78306,-73.971249,2022-08-06 17:07,6,8,2022
Lycorma delicatula,New York,40.754623,-73.994053,2022-08-11 18:11,11,8,2022
Lycorma delicatula,New Jersey,40.69762,-74.053733,2022-08-15 17:02:53,15,8,2022
Lycorma delicatula,Pennsylvania,40.077951,-75.300793,2022-08-14 13:39:18,14,8,2022
Lycorma delicatula,Maryland,39.601885,-76.641301,2022-08-13 10:00,13,8,2022
Lycorma delicatula,New Jersey,40.83382,-74.728972,2022-08-12 17:21:27,12,8,2022
Lycorma delicatula,New York,40.78306,-73.971249,2022-08-01 9:02,1,8,2022
Lycorma delicatula,New Jersey,40.476798,-74.420977,2022-08-11 13:26,11,8,2022
Lycorma delicatula,Pennsylvania,40.302673,-76.847008,2022-08-09 20:15:02,9,8,2022
Lycorma delicatula,New York,40.989651,-73.871041,2022-08-11 17:36:31,11,8,2022
Lycorma delicatula,Pennsylvania,39.933834,-75.183086,2022-08-13 11:40:39,13,8,2022
Lycorma delicatula,New Jersey,40.34872,-74.657478,2022-08-13 14:39:32,13,8,2022
Lycorma delicatula,Pennsylvania,39.971881,-75.196013,2022-08-09 14:14:56,9,8,2022
Lycorma delicatula,Pennsylvania,40.074111,-75.287536,2022-08-14 12:43:17,14,8,2022
Lycorma delicatula,New York,40.752053,-73.98102,2022-08-12 13:11:49,12,8,2022
Lycorma delicatula,New York,40.78368,-73.92585,2022-08-10 7:20:12,10,8,2022
Lycorma delicatula,Pennsylvania,39.973372,-75.196687,2022-08-09 14:29:56,9,8,2022
Lycorma delicatula,New Jersey,40.193408,-74.733174,2022-08-12 13:34:07,12,8,2022
Lycorma delicatula,New York,40.710056,-74.01688,2022-08-11 13:59:53,11,8,2022
Lycorma delicatula,New York,40.788747,-73.951125,2022-08-02 10:46:21,2,8,2022
Lycorma delicatula,New Jersey,40.483529,-74.435861,2022-08-13 19:01,13,8,2022
Lycorma delicatula,Pennsylvania,39.973328,-75.196663,2022-08-09 14:25:02,9,8,2022
Lycorma delicatula,New Jersey,40.160957,-74.018215,2022-08-10 15:50:37,10,8,2022
Lycorma delicatula,New York,40.874405,-73.585321,2022-08-12 8:46:43,12,8,2022
Lycorma delicatula,New York,40.667484,-73.967427,2022-08-16 14:31:29,16,8,2022
Lycorma delicatula,Virginia,39.170276,-78.099243,2022-08-10 10:49:14,10,8,2022
Lycorma delicatula,Delaware,39.552353,-75.721413,2022-08-13 9:04:12,13,8,2022
Lycorma delicatula,New York,40.658058,-73.969138,2022-08-12 9:30:50,12,8,2022
Lycorma delicatula,Pennsylvania,40.156881,-76.302497,2022-08-11 14:25:56,11,8,2022
Lycorma delicatula,Pennsylvania,41.112642,-75.118439,2022-08-10 11:45:18,10,8,2022
Lycorma delicatula,New Jersey,40.69855,-74.054283,2022-08-10 18:05:56,10,8,2022
Lycorma delicatula,New Jersey,40.849083,-74.204024,2022-08-13 15:37:54,13,8,2022
Lycorma delicatula,Pennsylvania,40.198373,-75.618644,2022-08-15 11:23:40,15,8,2022
Lycorma delicatula,Pennsylvania,40.207773,-74.820253,2022-08-10 11:43:48,10,8,2022
Lycorma delicatula,Maryland,39.398247,-76.603025,2021-11-09 12:21:07,9,11,2021
Lycorma delicatula,Pennsylvania,39.97337,-75.196595,2022-08-09 14:15:32,9,8,2022
Lycorma delicatula,New Jersey,40.84005,-74.200323,2022-08-12 12:57:14,12,8,2022
Lycorma delicatula,New York,40.758743,-73.569599,2022-08-07 10:08:31,7,8,2022
Lycorma delicatula,New York,40.785162,-73.969108,2022-08-10 13:58:46,10,8,2022
Lycorma delicatula,Pennsylvania,40.199796,-76.981318,2022-08-12 15:49:12,12,8,2022
Lycorma delicatula,New York,40.658088,-73.969138,2022-08-12 9:30:37,12,8,2022
Lycorma delicatula,New York,40.756897,-73.969803,2022-08-11 18:16:30,11,8,2022
Lycorma delicatula,New York,40.821358,-73.946725,2022-08-09 12:25:52,9,8,2022
Lycorma delicatula,New York,40.705477,-74.016923,2022-08-13 19:23:08,13,8,2022
Lycorma delicatula,New York,40.901974,-73.913335,2022-08-13 11:24:40,13,8,2022
Lycorma delicatula,New York,40.642648,-73.968229,2022-08-07 18:02:17,7,8,2022
Lycorma delicatula,New York,40.690976,-74.046037,2022-07-28 11:29,28,7,2022
Lycorma delicatula,New Jersey,40.123242,-74.048508,2022-08-12 7:15:47,12,8,2022
Lycorma delicatula,New York,40.965747,-73.886078,2022-08-09 8:33:06,9,8,2022
Lycorma delicatula,New York,40.70384,-74.016212,2022-08-11 15:19:22,11,8,2022
Lycorma delicatula,Pennsylvania,40.192416,-76.556143,2022-08-12 13:01:16,12,8,2022
Lycorma delicatula,Delaware,39.659888,-75.563958,2022-08-12 12:29:36,12,8,2022
Lycorma delicatula,New York,43.300515,-73.593184,2022-08-16 12:24:59,16,8,2022
Lycorma delicatula,Pennsylvania,39.952543,-75.148265,2022-08-13 12:09:07,13,8,2022
Lycorma delicatula,New Jersey,40.8591,-74.020794,2022-08-15 6:58:07,15,8,2022
Lycorma delicatula,New York,40.743678,-73.98783,2022-08-12 15:30:51,12,8,2022
Lycorma delicatula,New York,40.717217,-74.004928,2022-08-11 18:53:14,11,8,2022
Lycorma delicatula,New York,40.75245,-74.001672,2022-08-04 18:30:57,4,8,2022
Lycorma delicatula,New York,40.733933,-73.769645,2022-08-10 12:10:03,10,8,2022
Lycorma delicatula,Pennsylvania,39.882759,-76.73291,2022-08-14 18:03:43,14,8,2022
Lycorma delicatula,New York,40.784115,-73.970069,2022-08-13 9:10,13,8,2022
Lycorma delicatula,New Jersey,39.912812,-74.939755,2022-08-15 19:36:47,15,8,2022
Lycorma delicatula,Maryland,39.222997,-75.985328,2022-08-02 15:43,2,8,2022
Lycorma delicatula,Maryland,39.493315,-75.987915,2022-08-14 12:32:01,14,8,2022
Lycorma delicatula,New York,40.932938,-73.480146,2022-08-11 10:35:34,11,8,2022
Lycorma delicatula,Delaware,39.437716,-75.748086,2022-08-03 15:10:54,3,8,2022
Lycorma delicatula,New Jersey,40.785917,-74.694983,2022-08-12 19:43:21,12,8,2022
Lycorma delicatula,New York,40.781742,-73.97003,2022-08-10 19:04:22,10,8,2022
Lycorma delicatula,New York,40.69051,-73.803389,2022-07-28 13:33:25,28,7,2022
Lycorma delicatula,New York,40.72072,-73.948928,2022-08-10 18:30:47,10,8,2022
Lycorma delicatula,New York,40.771979,-73.956091,2022-08-15 17:41:41,15,8,2022
Lycorma delicatula,New York,40.886962,-73.918356,2022-08-12 9:18:53,12,8,2022
Lycorma delicatula,New York,40.689372,-74.044564,2022-08-12 9:33:44,12,8,2022
Lycorma delicatula,Pennsylvania,39.803048,-75.752132,2022-08-13 16:20:11,13,8,2022
Lycorma delicatula,New York,40.693333,-73.988333,2022-08-05 17:23:52,5,8,2022
Lycorma delicatula,New York,40.749283,-73.8276,2022-08-14 19:21:57,14,8,2022
Lycorma delicatula,Pennsylvania,39.954113,-75.160872,2022-08-10 14:13:06,10,8,2022
Lycorma delicatula,New Jersey,39.904018,-74.077866,2022-08-09 13:27:57,9,8,2022
Lycorma delicatula,New York,40.783425,-73.970712,2022-08-10 13:55:34,10,8,2022
Lycorma delicatula,New Jersey,40.422225,-74.405037,2022-08-11 13:36:45,11,8,2022
Lycorma delicatula,New York,40.658612,-73.965805,2022-08-13 10:43:50,13,8,2022
Lycorma delicatula,Pennsylvania,40.777252,-75.132294,2022-08-11 8:13:37,11,8,2022
Lycorma delicatula,Pennsylvania,40.048972,-75.107468,2022-08-11 19:32:19,11,8,2022
Lycorma delicatula,New York,40.708133,-73.841438,2022-08-08 11:31,8,8,2022
Lycorma delicatula,New Jersey,40.270032,-74.743454,2022-07-30 9:27:14,30,7,2022
Lycorma delicatula,New Jersey,40.741497,-74.178513,2022-08-10 11:40:06,10,8,2022
Lycorma delicatula,New York,40.761547,-73.979828,2022-08-14 13:33:32,14,8,2022
Lycorma delicatula,Maryland,39.291325,-76.616175,2022-08-11 16:11:01,11,8,2022
Lycorma delicatula,New York,40.657263,-73.969445,2022-08-13 10:37:12,13,8,2022
Lycorma delicatula,Pennsylvania,40.138036,-76.894693,2022-08-12 12:59:07,12,8,2022
Lycorma delicatula,New Jersey,40.889643,-74.367177,2022-08-10 11:48:01,10,8,2022
Lycorma delicatula,Pennsylvania,39.968769,-75.181259,2022-08-13 18:14,13,8,2022
Lycorma delicatula,New York,40.709781,-74.013346,2022-08-12 10:56:45,12,8,2022
Lycorma delicatula,New York,40.702963,-74.013161,2022-08-13 16:07:20,13,8,2022
Lycorma delicatula,New Jersey,40.784888,-74.69642,2022-08-15 16:05:47,15,8,2022
Lycorma delicatula,Delaware,39.749978,-75.623712,2022-08-15 13:24:15,15,8,2022
Lycorma delicatula,New Jersey,40.834042,-74.056471,2022-08-10 15:27:46,10,8,2022
Lycorma delicatula,New York,40.806544,-73.964577,2022-08-13 13:17:37,13,8,2022
Lycorma delicatula,New York,40.704022,-74.015867,2022-08-12 11:24:42,12,8,2022
Lycorma delicatula,New York,40.880717,-73.884533,2022-08-11 11:38:20,11,8,2022
Lycorma delicatula,New Jersey,40.375813,-74.948662,2022-08-13 13:07:48,13,8,2022
Lycorma delicatula,New Jersey,39.49067,-74.529938,2022-08-07 12:18:13,7,8,2022
Lycorma delicatula,New York,40.862222,-73.876127,2022-08-09 14:38:54,9,8,2022
Lycorma delicatula,Pennsylvania,40.411827,-76.930514,2022-08-11 18:21:09,11,8,2022
Lycorma delicatula,New York,40.807758,-73.957047,2022-08-10 15:08:23,10,8,2022
Lycorma delicatula,New York,40.751303,-73.941997,2022-08-09 15:23:03,9,8,2022
Lycorma delicatula,Pennsylvania,39.973328,-75.196687,2022-08-09 14:25:19,9,8,2022
Lycorma delicatula,New York,40.71096,-74.010751,2022-08-11 13:17:45,11,8,2022
Lycorma delicatula,Pennsylvania,39.973355,-75.1967,2022-08-09 14:29:36,9,8,2022
Lycorma delicatula,Pennsylvania,40.963486,-76.612996,2022-08-10 8:28:47,10,8,2022
Lycorma delicatula,New York,40.880783,-73.885453,2022-08-11 11:42:38,11,8,2022
Lycorma delicatula,New Jersey,40.445411,-74.458858,2022-08-15 13:38,15,8,2022
Lycorma delicatula,New York,40.705246,-74.015697,2022-08-11 15:19:22,11,8,2022
Lycorma delicatula,New York,40.775349,-74.178847,2022-08-15 18:32:50,15,8,2022
Lycorma delicatula,New York,40.755505,-74.002014,2022-08-10 15:42:37,10,8,2022
